gene,gene_id,uniprot,protein_class,molec_function,conc_thpa_ugl,conc_inter_bgs_average_ugl,conc_inter_geyer_ppd_ugl,top15bgs_thpa,top15bgs_thpa_log,mars14,sepromix20,,
Capping actin protein of muscle Z-line beta subunit,ENSG00000077549,P47756,"Plasma proteins, Predicted intracellular proteins","Actin capping, Actin-binding",35,,,35,1.544068044,0,0,,
Platelet derived growth factor receptor beta,ENSG00000113721,P09619,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins","Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase",35,,,35,1.544068044,0,0,,
Platelet endothelial aggregation receptor 1,ENSG00000187800,Q5VY43,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,35,,,35,1.544068044,0,0,,
Fibroblast activation protein alpha,ENSG00000078098,Q12884,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Protease, Serine protease",34,,2,34,1.531478917,0,0,,
Prolylcarboxypeptidase,ENSG00000137509,P42785,"Enzymes, Plasma proteins, Predicted intracellular proteins","Carboxypeptidase, Hydrolase, Protease",34,,,34,1.531478917,0,0,,
CD99 molecule (Xg blood group),ENSG00000002586,P14209,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,34,,,34,1.531478917,0,0,,
Cortactin,ENSG00000085733,Q14247,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,34,,,34,1.531478917,0,0,,
Immunoglobulin superfamily DCC subclass member 4,ENSG00000103742,Q8TDY8,"Plasma proteins, Predicted membrane proteins",,34,,,34,1.531478917,0,0,,
Keratin 20,ENSG00000171431,P35900,"Plasma proteins, Predicted intracellular proteins",,34,,,34,1.531478917,0,0,,
Myosin heavy chain 4,ENSG00000264424,Q9Y623,"Plasma proteins, Predicted intracellular proteins","Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin",34,,,34,1.531478917,0,0,,
Ankyrin 1,ENSG00000029534,P16157,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,33,,,33,1.51851394,0,0,,
Follistatin like 1,ENSG00000163430,Q12841,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Heparin-binding,32,,3.6,32,1.505149978,0,0,,
Adenylate kinase 1,ENSG00000106992,P00568,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Kinase, Transferase",32,,,32,1.505149978,0,0,,
Fatty acid binding protein 1,ENSG00000163586,P07148,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,32,,,32,1.505149978,0,0,,
Multiple EGF like domains 9,ENSG00000106780,Q9H1U4,"Plasma proteins, Predicted membrane proteins",,32,,,32,1.505149978,0,0,,
Thromboxane A synthase 1,ENSG00000059377,P24557,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Isomerase, Monooxygenase, Oxidoreductase",32,,,32,1.505149978,0,0,,
Activating transcription factor 6 beta,ENSG00000213676,Q99941,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors","Activator, DNA-binding",31,,,31,1.491361694,0,0,,
Carbonic anhydrase 3,ENSG00000164879,P07451,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Lyase,31,,,31,1.491361694,0,0,,
Myosin heavy chain 7,ENSG00000092054,P12883,"Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins","Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin",31,,,31,1.491361694,0,0,,
Fatty acid binding protein 4,ENSG00000170323,P15090,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,30,,42,30,1.477121255,0,0,,
Collectin subfamily member 11,ENSG00000118004,Q9BWP8,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Developmental protein,30,,,30,1.477121255,0,0,,
Mannosidase alpha class 2A member 2,ENSG00000196547,P49641,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Glycosidase, Hydrolase",30,,,30,1.477121255,0,0,,
Dermokine,ENSG00000161249,Q6E0U4,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,29,,,29,1.462397998,0,0,,
Transforming growth factor beta receptor 3,ENSG00000069702,Q03167,"Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Receptor,29,,,29,1.462397998,0,0,,
Actinin alpha 3 (gene/pseudogene),ENSG00000248746,Q08043,"Plasma proteins, Predicted intracellular proteins",Actin-binding,29,,,29,1.462397998,0,0,,
"MER proto-oncogene, tyrosine kinase",ENSG00000153208,Q12866,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins","Kinase, Receptor, Transferase, Tyrosine-protein kinase",29,,,29,1.462397998,0,0,,
Semaphorin 7A (John Milton Hagen blood group),ENSG00000138623,O75326,"Blood group antigen proteins, CD markers, Plasma proteins, Predicted membrane proteins",Developmental protein,29,,,29,1.462397998,0,0,,
Fatty acid binding protein 5,ENSG00000164687,Q01469,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters",,28,,40,28,1.447158031,0,0,,
Aminoacylase 1,ENSG00000243989,Q03154,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Hydrolase,28,,30,28,1.447158031,0,0,,
Aspartylglucosaminidase,ENSG00000038002,P20933,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Hydrolase, Protease",28,,,28,1.447158031,0,0,,
Fibulin 2,ENSG00000163520,P98095,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,28,,,28,1.447158031,0,0,,
Glycoprotein VI platelet,ENSG00000088053,Q9HCN6,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,28,,,28,1.447158031,0,0,,
NME/NM23 nucleoside diphosphate kinase 1,ENSG00000239672,P15531,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase",28,,,28,1.447158031,0,0,,
"Serine peptidase inhibitor, Kazal type 5",ENSG00000133710,Q9NQ38,"Disease related genes, Plasma proteins, Predicted secreted proteins","Protease inhibitor, Serine protease inhibitor",28,,,28,1.447158031,0,0,,
Calpain 1,ENSG00000014216,P07384,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Hydrolase, Protease, Thiol protease",28,,,28,1.447158031,0,0,,
Coactosin like F-actin binding protein 1,ENSG00000103187,Q14019,"Plasma proteins, Predicted intracellular proteins","Actin-binding, Chaperone",28,,,28,1.447158031,0,0,,
Hydroxymethylbilane synthase,ENSG00000256269,P08397,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Transferase,28,,,28,1.447158031,0,0,,
MANSC domain containing 1,ENSG00000111261,Q9H8J5,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,28,,,28,1.447158031,0,0,,
Proteasome subunit beta 3,ENSG00000277791,P49720,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protease, Threonine protease",28,,,28,1.447158031,0,0,,
Ribonuclease/angiogenin inhibitor 1,ENSG00000023191,P13489,"Plasma proteins, Predicted intracellular proteins",,27,,43,27,1.431363764,0,0,,
Ribonuclease A family member 4,ENSG00000258818,P34096,"Plasma proteins, Predicted secreted proteins","Endonuclease, Hydrolase, Nuclease",27,,5.5,27,1.431363764,0,0,,
C1q and TNF related 3,ENSG00000082196,Q9BXJ4,"Plasma proteins, Predicted secreted proteins",,27,,,27,1.431363764,0,0,,
Endoplasmic reticulum aminopeptidase 1,ENSG00000164307,Q9NZ08,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Aminopeptidase, Hydrolase, Metalloprotease, Protease",27,,,27,1.431363764,0,0,,
Spondin 1,ENSG00000262655,Q9HCB6,"Plasma proteins, Predicted secreted proteins",,27,,,27,1.431363764,0,0,,
Complement C3b/C4b receptor 1 (Knops blood group),ENSG00000203710,P17927,"Blood group antigen proteins, CD markers, Plasma proteins, Predicted membrane proteins","Blood group antigen, Host cell receptor for virus entry, Receptor",27,,,27,1.431363764,0,0,,
"Major histocompatibility complex, class I, F",ENSG00000204642,P30511,"Plasma proteins, Predicted membrane proteins",,27,,,27,1.431363764,0,0,,
Peptidylprolyl isomerase F,ENSG00000108179,P30405,"Enzymes, Plasma proteins, Predicted intracellular proteins","Isomerase, Rotamase",27,,,27,1.431363764,0,0,,
Leptin,ENSG00000174697,P41159,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted secreted proteins",,26,12.5,,26,1.414973348,0,0,,
Glutamate dehydrogenase 1,ENSG00000148672,P00367,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Oxidoreductase,26,,55,26,1.414973348,0,0,,
LIM and SH3 protein 1,ENSG00000002834,Q14847,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Actin-binding,26,,9.8,26,1.414973348,0,0,,
Proteasome subunit alpha 7,ENSG00000101182,O14818,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protease, Threonine protease",26,,9.4,26,1.414973348,0,0,,
Gastrokine 1,ENSG00000169605,Q9NS71,"Plasma proteins, Predicted secreted proteins",Mitogen,26,,,26,1.414973348,0,0,,
Guanylate cyclase activator 2A,ENSG00000197273,Q02747,"Plasma proteins, Predicted secreted proteins",,26,,,26,1.414973348,0,0,,
Activating transcription factor 6,ENSG00000118217,P18850,"Disease related genes, Plasma proteins, Predicted membrane proteins, Transcription factors","Activator, DNA-binding",26,,,26,1.414973348,0,0,,
"RAB1B, member RAS oncogene family",ENSG00000174903,Q9H0U4,"Plasma proteins, Predicted intracellular proteins",,26,,,26,1.414973348,0,0,,
Thioredoxin,ENSG00000136810,P10599,"Plasma proteins, Predicted intracellular proteins",Activator,25,,8.4,25,1.397940009,0,0,,
Nucleosome assembly protein 1 like 1,ENSG00000187109,P55209,"Plasma proteins, Predicted intracellular proteins",,25,,4.3,25,1.397940009,0,0,,
Proline rich 4 (lacrimal),ENSG00000111215,Q16378,"Plasma proteins, Predicted secreted proteins",,25,,,25,1.397940009,0,0,,
Reticulon 4 receptor like 2,ENSG00000186907,Q86UN3,"Plasma proteins, Predicted intracellular proteins",Receptor,25,,,25,1.397940009,0,0,,
Cysteine and glycine rich protein 1,ENSG00000159176,P21291,"Plasma proteins, Predicted intracellular proteins",,25,,,25,1.397940009,0,0,,
Titin,ENSG00000155657,Q8WZ42,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins","Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",25,,,25,1.397940009,0,0,,
Chromogranin B,ENSG00000089199,P05060,"Plasma proteins, Predicted intracellular proteins",,24,,,24,1.380211242,0,0,,
Actin related protein 2/3 complex subunit 2,ENSG00000163466,O15144,"Plasma proteins, Predicted intracellular proteins",Actin-binding,24,,,24,1.380211242,0,0,,
Cingulin,ENSG00000143375,Q9P2M7,"Plasma proteins, Predicted intracellular proteins",,24,,,24,1.380211242,0,0,,
EPH receptor A1,ENSG00000146904,P21709,"Cancer-related genes, Enzymes, Plasma proteins, Predicted membrane proteins","Kinase, Receptor, Transferase, Tyrosine-protein kinase",24,,,24,1.380211242,0,0,,
Microtubule associated protein RP/EB family member 2,ENSG00000166974,Q15555,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,24,,,24,1.380211242,0,0,,
Macrophage receptor with collagenous structure,ENSG00000019169,Q9UEW3,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,24,,,24,1.380211242,0,0,,
Fructose-bisphosphatase 1,ENSG00000165140,P09467,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Allosteric enzyme, Hydrolase",23,,47,23,1.361727836,0,0,,
4-hydroxyphenylpyruvate dioxygenase,ENSG00000158104,P32754,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Dioxygenase, Oxidoreductase",23,,13,23,1.361727836,0,0,,
Adhesion G protein-coupled receptor F5,ENSG00000069122,Q8IZF2,"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins","G-protein coupled receptor, Receptor, Transducer",23,,12,23,1.361727836,0,0,,
Collagen type XV alpha 1 chain,ENSG00000204291,P39059,"Plasma proteins, Predicted secreted proteins",Developmental protein,23,,8.8,23,1.361727836,0,0,,
GM2 ganglioside activator,ENSG00000196743,P17900,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Hydrolase,23,,,23,1.361727836,0,0,,
Synuclein alpha,ENSG00000145335,P37840,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,23,,,23,1.361727836,0,0,,
Glutathione synthetase,ENSG00000100983,P48637,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins",Ligase,23,,,23,1.361727836,0,0,,
Integrin subunit alpha 5,ENSG00000161638,P08648,"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins","Host cell receptor for virus entry, Integrin, Receptor",23,,,23,1.361727836,0,0,,
Cadherin 1,ENSG00000039068,P12830,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,22,,10,22,1.342422681,0,0,,
Proteasome subunit alpha 5,ENSG00000143106,P28066,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protease, Threonine protease",22,,7.7,22,1.342422681,0,0,,
ADAM like decysin 1,ENSG00000134028,O15204,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins","Hydrolase, Metalloprotease, Protease",22,,,22,1.342422681,0,0,,
Insulin like growth factor binding protein 1,ENSG00000146678,P08833,"Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins",Growth factor binding,22,,,22,1.342422681,0,0,,
Interleukin 6 receptor,ENSG00000160712,P08887,"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,22,,,22,1.342422681,0,0,,
Regenerating family member 3 alpha,ENSG00000172016,Q06141,"Plasma proteins, Predicted secreted proteins, Transporters",Antimicrobial,22,,,22,1.342422681,0,0,,
Thrombospondin 2,ENSG00000186340,P35442,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted secreted proteins",Heparin-binding,22,,,22,1.342422681,0,0,,
Actin related protein 2/3 complex subunit 4,ENSG00000241553,P59998,"Plasma proteins, Predicted intracellular proteins",Actin-binding,22,,,22,1.342422681,0,0,,
Oncostatin M receptor,ENSG00000145623,Q99650,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,21,,1.95,21,1.322219295,0,0,,
Collagen type I alpha 2 chain,ENSG00000164692,P08123,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted secreted proteins",,21,,,21,1.322219295,0,0,,
Interleukin 1 receptor type 2,ENSG00000115590,P27930,"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Receptor,21,,,21,1.322219295,0,0,,
Tropomodulin 3,ENSG00000138594,Q9NYL9,"Plasma proteins, Predicted intracellular proteins",Actin-binding,21,,,21,1.322219295,0,0,,
C-C motif chemokine ligand 16,ENSG00000275152,O15467,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Cytokine,20,,,20,1.301029996,0,0,,
Elastin microfibril interfacer 1,ENSG00000138080,Q9Y6C2,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,20,,,20,1.301029996,0,0,,
Hexosaminidase subunit alpha,ENSG00000213614,P06865,"Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Glycosidase, Hydrolase",20,,,20,1.301029996,0,0,,
Lipocalin 1,ENSG00000160349,P31025,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",,20,,,20,1.301029996,0,0,,
Myosin light chain 1,ENSG00000168530,P05976,"Plasma proteins, Predicted intracellular proteins","Motor protein, Muscle protein, Myosin",20,,,20,1.301029996,0,0,,
Exostosin glycosyltransferase 2,ENSG00000151348,Q93063,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins","Glycosyltransferase, Transferase",20,,,20,1.301029996,0,0,,
