uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
P62805,Histone H4,0,depleted,64746.7421875,1761,0.391984904843838
Q6FHJ7,Secreted frizzled-related protein 4,0,depleted,64622.80859375,1762,0.391234595309926
Q6ZVN8,Hemojuvelin,0,depleted,64561.19921875,1763,0.390861604419868
P13612,Integrin alpha-4,0,depleted,64430.640625,1764,0.390071186304321
Q96C24,Synaptotagmin-like protein 4,0,depleted,64394.3828125,1765,0.389851676956013
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,0,depleted,64363.609375,1766,0.389665370702407
Q11201,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0,depleted,64334.1171875,1767,0.389486821297135
Q9UP79,A disintegrin and metalloproteinase with thrombospondin motifs 8,0,depleted,64061.0859375,1768,0.387833855836098
P37235,Hippocalcin-like protein 1,0,depleted,63865.6015625,1769,0.386650368890748
P46926,Glucosamine-6-phosphate isomerase 1,0,depleted,63801.4375,1770,0.386261911601876
P47972,Neuronal pentraxin-2,0,depleted,63609.109375,1771,0.385097532990229
P32320,Cytidine deaminase,0,depleted,63509.89453125,1772,0.384496873871755
O95685,Protein phosphatase 1 regulatory subunit 3D,0,depleted,63403.8583984375,1773,0.383854917813021
O14594,Neurocan core protein,0,depleted,63386.60546875,1774,0.383750466410938
Q9NSI8,SAM domain-containing protein SAMSN-1,0,depleted,62910.3671875,1775,0.38086726007419
Q9NT22,EMILIN-3,0,depleted,62882.1015625,1776,0.380696136432264
P51991,Heterogeneous nuclear ribonucleoprotein A3,0,depleted,62716.7734375,1777,0.37969521920992
O75629,Protein CREG1,0,depleted,62542.103515625,1778,0.378637745576621
P05060,Secretogranin-1,0,depleted,62350.875,1779,0.377480024138165
Q12797,Aspartyl/asparaginyl beta-hydroxylase,0,depleted,62286.75390625,1780,0.377091826987499
A2NJV5,Immunoglobulin kappa variable 2-29,0,depleted,62283.37890625,1781,0.377071394313836
P17181,Interferon alpha/beta receptor 1,0,depleted,62250.11328125,1782,0.376870000044262
P13501,C-C motif chemokine 5,0,depleted,62206.515625,1783,0.376606054360522
P35613,Basigin,0,depleted,62194.84375,1784,0.376535391364105
O94898,Leucine-rich repeats and immunoglobulin-like domains protein 2,0,depleted,62132.546875,1785,0.376158238262745
Q15067,Peroxisomal acyl-coenzyme A oxidase 1,0,depleted,61988.578125,1786,0.375286633377888
Q99832,T-complex protein 1 subunit eta,0,depleted,61953.1640625,1787,0.375072232197995
Q16288,NT-3 growth factor receptor,0,depleted,61876.263671875,1788,0.374606667579867
P01705,Immunoglobulin lambda variable 2-23,0,depleted,61602.00390625,1789,0.37294626453102
P69892,Hemoglobin subunit gamma-2,0,depleted,61185.322265625,1790,0.370423621572745
O75390,"Citrate synthase, mitochondrial",0,depleted,61137.1875,1791,0.370132207659307
O94766,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,0,depleted,61132.53125,1792,0.370104018137309
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",0,depleted,61124.875,1793,0.370057666238722
O60869,Endothelial differentiation-related factor 1,0,depleted,60911.25,1794,0.368764353672435
P16150,Leukosialin,0,depleted,60875.3515625,1795,0.368547020025489
O60268,Uncharacterized protein KIAA0513,0,depleted,60631.86328125,1796,0.367072911405785
Q7RTZ1,Ovochymase-2,0,depleted,60629.0234375,1797,0.367055718635237
P21397,Amine oxidase [flavin-containing] A,0,depleted,60564.66796875,1798,0.366666102548901
O60749,Sorting nexin-2,0,depleted,60509.4140625,1799,0.366331588464456
Q00722,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",0,depleted,60432.66796875,1800,0.365866957978977
Q9Y287,Integral membrane protein 2B,0,depleted,60417.03515625,1801,0.365772314969719
Q13361,Microfibrillar-associated protein 5,0,depleted,60302.76171875,1802,0.365080489234381
P63313,Thymosin beta-10,0,depleted,60279.0234375,1803,0.364936774699834
P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,0,depleted,60074.3515625,1804,0.36369766547618
Q9UMY4,Sorting nexin-12,0,depleted,60040.1015625,1805,0.363490311676787
Q9H3K6,BolA-like protein 2,0,depleted,59984.515625,1806,0.363153787433474
P04626,Receptor tyrosine-protein kinase erbB-2,0,depleted,59741.1015625,1807,0.361680128143399
O00548,Delta-like protein 1,0,depleted,59703.48046875,1808,0.361452365319271
P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2,0,depleted,59683.078125,1809,0.361328846969108
O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,0,depleted,59677.74609375,1810,0.361296566182592
Q96EE4,Coiled-coil domain-containing protein 126,0,depleted,59474.09765625,1811,0.360063652978035
A8MVW5,HEPACAM family member 2,0,depleted,59363.8046875,1812,0.359395925500176
Q6P5R6,60S ribosomal protein L22-like 1,0,depleted,59330.712890625,1813,0.359195583607891
Q99729,Heterogeneous nuclear ribonucleoprotein A/B,0,depleted,59288.7890625,1814,0.358941771489735
Q14240,Eukaryotic initiation factor 4A-II,0,depleted,59166.23828125,1815,0.358199833676282
Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2,0,depleted,58999.1484375,1816,0.357188250787478
Q96HC4,PDZ and LIM domain protein 5,0,depleted,58952.19140625,1817,0.356903967025787
Q24JP5,Transmembrane protein 132A,0,depleted,58872.05859375,1818,0.356418832919862
P13686,Tartrate-resistant acid phosphatase type 5,0,depleted,58852.7109375,1819,0.356301699780219
Q5XPI4,E3 ubiquitin-protein ligase RNF123,0,depleted,58501.21875,1820,0.354173721954376
Q96FV2,Secernin-2,0,depleted,58395.7109375,1821,0.353534964413134
Q9UHC9,NPC1-like intracellular cholesterol transporter 1,0,depleted,58177.66796875,1822,0.352214904909448
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,0,depleted,57959.53125,1823,0.350894277831493
P51692,Signal transducer and activator of transcription 5B,0,depleted,57900.140625,1824,0.350534719532455
P05198,Eukaryotic translation initiation factor 2 subunit 1,0,depleted,57856.7890625,1825,0.35027226373117
Q92734,Protein TFG,0,depleted,57827.46875,1826,0.350094754878724
Q15382,GTP-binding protein Rheb,0,depleted,57755.84375,1827,0.349661128137658
Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",0,depleted,57651.650390625,1828,0.349030328460638
P55060,Exportin-2,0,depleted,57628.8984375,1829,0.348892585280372
Q9Y570,Protein phosphatase methylesterase 1,0,depleted,57527.06640625,1830,0.348276081380238
Q13616,Cullin-1,0,depleted,57218.87890625,1831,0.346410275568546
Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",0,depleted,56796.36328125,1832,0.343852312936526
P18054,Polyunsaturated fatty acid lipoxygenase ALOX12,0,depleted,56763.98046875,1833,0.343656263324646
Q5VU97,VWFA and cache domain-containing protein 1,0,depleted,56654.046875,1834,0.342990711548149
P43234,Cathepsin O,0,depleted,56644.3203125,1835,0.342931825717802
Q96DA0,Zymogen granule protein 16 homolog B,0,depleted,56630,1836,0.342845128748302
Q15517,Corneodesmosin,0,depleted,56540.26171875,1837,0.342301841928793
P63167,"Dynein light chain 1, cytoplasmic",0,depleted,56539.703125,1838,0.34229846013211
P41091,Eukaryotic translation initiation factor 2 subunit 3,0,depleted,56351.421875,1839,0.341158581809716
P0DP08,Immunoglobulin heavy variable 4-38-2,0,depleted,56342.45703125,1840,0.3411043075203
P17858,"ATP-dependent 6-phosphofructokinase, liver type",0,depleted,56280.71875,1841,0.340730536215623
Q9HBW1,Leucine-rich repeat-containing protein 4,0,depleted,56201.2890625,1842,0.340249658916711
O15067,Phosphoribosylformylglycinamidine synthase,0,depleted,56109.67578125,1843,0.339695020611833
P46940,Ras GTPase-activating-like protein IQGAP1,0,depleted,55981.39453125,1844,0.338918389821223
P56202,Cathepsin W,0,depleted,55958.98046875,1845,0.338782692273217
P29122,Proprotein convertase subtilisin/kexin type 6,0,depleted,55916.416015625,1846,0.338525001730895
P0DJI9,Serum amyloid A-2 protein,0,depleted,55866.5107421875,1847,0.338222868940909
P81605,Dermcidin,0,depleted,55632.53515625,1848,0.336806351372752
Q96HD9,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),0,depleted,55613.83203125,1849,0.336693120306204
P42357,Histidine ammonia-lyase,0,depleted,55575.57421875,1850,0.336461502706836
Q09666,Neuroblast differentiation-associated protein AHNAK,0,depleted,55533.0625,1851,0.33620413142504
Q99798,"Aconitate hydratase, mitochondrial",0,depleted,55465.31640625,1852,0.335793988069329
Q8NHP8,Putative phospholipase B-like 2,0,depleted,55363.2578125,1853,0.335176112531379
P24534,Elongation factor 1-beta,0,depleted,55141.7265625,1854,0.333834934535122
Q10567,AP-1 complex subunit beta-1,0,depleted,55111.62890625,1855,0.333652719546034
P42224,Signal transducer and activator of transcription 1-alpha/beta,0,depleted,55093.4765625,1856,0.333542822978313
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,0,depleted,55062.85546875,1857,0.333357439032893
Q9UPZ6,Thrombospondin type-1 domain-containing protein 7A,0,depleted,55036.46875,1858,0.333197690525263
P80723,Brain acid soluble protein 1,0,depleted,54946.75390625,1859,0.332654545599321
P14735,Insulin-degrading enzyme,0,depleted,54870.490234375,1860,0.332192835756432
P63220,40S ribosomal protein S21,0,depleted,54690.515625,1861,0.331103246879112
Q13214,Semaphorin-3B,0,depleted,54678.3125,1862,0.331029367628507
P31431,Syndecan-4,0,depleted,54587.48046875,1863,0.3304794591092
P78329,Cytochrome P450 4F2,0,depleted,54559.40625,1864,0.330309494264739
Q8WZA0,Protein LZIC,0,depleted,54545.734375,1865,0.330226723017262
P16885,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",0,depleted,54393.5078125,1866,0.329305124298929
P14923,Junction plakoglobin,0,depleted,54317.453125,1867,0.32884467967368
Q16762,Thiosulfate sulfurtransferase,0,depleted,54301.38671875,1868,0.32874741163343
Q9Y613,FH1/FH2 domain-containing protein 1,0,depleted,54248.33203125,1869,0.328426211895365
Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",0,depleted,54199.021484375,1870,0.328127679654645
O94856,Neurofascin,0,depleted,54142.9453125,1871,0.327788187470887
Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme,0,depleted,54141.3515625,1872,0.327778538708324
Q15493,Regucalcin,0,depleted,54083.38671875,1873,0.32742761226795
O43175,D-3-phosphoglycerate dehydrogenase,0,depleted,53999.8720703125,1874,0.326922004102739
A0A0B4J2D5,"Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",0,depleted,53935.78125,1875,0.326533990231264
P11498,"Pyruvate carboxylase, mitochondrial",0,depleted,53812.58984375,1876,0.325788173993643
P07306,Asialoglycoprotein receptor 1,0,depleted,53773.4509277344,1877,0.325551222082988
P20930,Filaggrin,0,depleted,53633.83203125,1878,0.324705951757349
O14638,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,0,depleted,53521.44140625,1879,0.324025524805235
P46459,Vesicle-fusing ATPase,0,depleted,53455.513671875,1880,0.323626390025439
Q92888,Rho guanine nucleotide exchange factor 1,0,depleted,53398.0390625,1881,0.323278431525511
Q15818,Neuronal pentraxin-1,0,depleted,53374.69921875,1882,0.323137129181604
Q99733,Nucleosome assembly protein 1-like 4,0,depleted,53115.64453125,1883,0.321568779584415
P25445,Tumor necrosis factor receptor superfamily member 6,0,depleted,53089.2421875,1884,0.321408936481074
Q9Y316,Protein MEMO1,0,depleted,53028.31640625,1885,0.32104008415339
P51888,Prolargin,0,depleted,52998.84765625,1886,0.320861676641686
A0A0B4J1X8,Immunoglobulin heavy variable 3-43,0,depleted,52940.59375,1887,0.320509000180651
P08574,"Cytochrome c1, heme protein, mitochondrial",0,depleted,52844.84375,1888,0.31992931766118
P11712,Cytochrome P450 2C9,0,depleted,52817.4765625,1889,0.31976363327266
Q9C0C4,Semaphorin-4C,0,depleted,52817.2578125,1890,0.3197623089327
Q7Z794,"Keratin, type II cytoskeletal 1b",0,depleted,52757.28125,1891,0.319399203294484
P20142,Gastricsin,0,depleted,52752.84375,1892,0.319372338112446
Q8N0V5,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",0,depleted,52746.7109375,1893,0.31933520929572
Q9BWV1,Brother of CDO,0,depleted,52642.4453125,1894,0.318703972113535
O75509,Tumor necrosis factor receptor superfamily member 21,0,depleted,52522.51953125,1895,0.317977926379597
Q9UJW2,Tubulointerstitial nephritis antigen,0,depleted,52498.64453125,1896,0.317833384132575
P01718,Immunoglobulin lambda variable 3-27,0,depleted,52447.283203125,1897,0.317522436204733
O43529,Carbohydrate sulfotransferase 10,0,depleted,52354.60546875,1898,0.316961353567016
P15813,Antigen-presenting glycoprotein CD1d,0,depleted,52277.74609375,1899,0.31649603726263
P84095,Rho-related GTP-binding protein RhoG,0,depleted,52250.1484375,1900,0.316328957587367
P53621,Coatomer subunit alpha,0,depleted,51745.9609375,1901,0.313276543171849
Q9BXP8,Pappalysin-2,0,depleted,51734.515625,1902,0.313207251813247
Q15389,Angiopoietin-1,0,depleted,51717.611328125,1903,0.313104911077974
Q7LBR1,Charged multivesicular body protein 1b,0,depleted,51695.328125,1904,0.312970005769051
Q02388,Collagen alpha-1(VII) chain,0,depleted,51557.5390625,1905,0.312135813488052
Q58FF6,Putative heat shock protein HSP 90-beta 4,0,depleted,51395.740234375,1906,0.311156263072021
P61457,Pterin-4-alpha-carbinolamine dehydratase,0,depleted,51063.390625,1907,0.30914417681711
O14917,Protocadherin-17,0,depleted,50955.248046875,1908,0.308489468074033
P17066,Heat shock 70 kDa protein 6,0,depleted,50824.8542480469,1909,0.30770004764763
O95782,AP-2 complex subunit alpha-1,0,depleted,50777.64453125,1910,0.307414234095919
P01133,Pro-epidermal growth factor,0,depleted,50553.61328125,1911,0.306057920785838
A6NDG6,Glycerol-3-phosphate phosphatase,0,depleted,50255.171875,1912,0.304251119049133
Q6ICL3,Transport and Golgi organization protein 2 homolog,0,depleted,50198.67578125,1913,0.303909084605632
O43432,Eukaryotic translation initiation factor 4 gamma 3,0,depleted,50163.572265625,1914,0.303696563515503
P51858,Hepatoma-derived growth factor,0,depleted,50139.53515625,1915,0.303551039837975
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",0,depleted,50138.26953125,1916,0.303543377585352
P09529,Inhibin beta B chain,0,depleted,50116.021484375,1917,0.303408685116779
Q5T749,Keratinocyte proline-rich protein,0,depleted,50025.4453125,1918,0.302860325602246
A6NH11,Glycolipid transfer protein domain-containing protein 2,0,depleted,50018.46875,1919,0.302818088617105
O15498,Synaptobrevin homolog YKT6,0,depleted,49979.6953125,1920,0.302583349359261
P30039,Phenazine biosynthesis-like domain-containing protein,0,depleted,49756.1015625,1921,0.301229684729099
P19338,Nucleolin,0,depleted,49636.6875,1922,0.30050673700471
Q9NT62,Ubiquitin-like-conjugating enzyme ATG3,0,depleted,49577.3671875,1923,0.300147604386372
O43583,Density-regulated protein,0,depleted,49452.697265625,1924,0.29939283702956
O00461,Golgi integral membrane protein 4,0,depleted,49447.67578125,1925,0.299362436332808
P58215,Lysyl oxidase homolog 3,0,depleted,49405.45703125,1926,0.2991068387206
Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",0,depleted,49282.140625,1927,0.298360265717288
P11169,"Solute carrier family 2, facilitated glucose transporter member 3",0,depleted,49235.556640625,1928,0.298078240428207
Q9ULF5,Zinc transporter ZIP10,0,depleted,49232.88671875,1929,0.298062076386022
Q8NBF2,NHL repeat-containing protein 2,0,depleted,49178.2421875,1930,0.297731251534321
P08582,Melanotransferrin,0,depleted,49097.078125,1931,0.297239874111444
A6NNZ2,Tubulin beta 8B,0,depleted,48939.46484375,1932,0.296285663521604
Q9H8J5,MANSC domain-containing protein 1,0,depleted,48881.078125,1933,0.295932182997023
Q96IP4,Terminal nucleotidyltransferase 5A,0,depleted,48776.705078125,1934,0.295300295469322
P11215,Integrin alpha-M,0,depleted,48630.80078125,1935,0.294416972540715
Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",0,depleted,48484.4296875,1936,0.293530823565229
P42331,Rho GTPase-activating protein 25,0,depleted,48476.12890625,1937,0.293480569593547
O60667,Fas apoptotic inhibitory molecule 3,0,depleted,48400.96875,1938,0.293025540572776
P24855,Deoxyribonuclease-1,0,depleted,48266.734375,1939,0.292212868816121
P23588,Eukaryotic translation initiation factor 4B,0,depleted,48108.05078125,1940,0.291252178420051
Q8NE62,"Choline dehydrogenase, mitochondrial",0,depleted,48012.8125,1941,0.290675593910128
Q9NVZ3,Adaptin ear-binding coat-associated protein 2,0,depleted,47899.236328125,1942,0.289987989508412
Q9H098,Protein FAM107B,0,depleted,47804.671875,1943,0.289415484438543
P09093,Chymotrypsin-like elastase family member 3A,0,depleted,47734.35546875,1944,0.288989780088306
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,0,depleted,47515.365234375,1945,0.287663985719616
Q99519,Sialidase-1,0,depleted,47462.046875,1946,0.287341189678921
Q15102,Platelet-activating factor acetylhydrolase IB subunit alpha1,0,depleted,47428.53515625,1947,0.287138305526892
Q15036,Sorting nexin-17,0,depleted,47333.63671875,1948,0.286563778473692
P20700,Lamin-B1,0,depleted,47328.8125,1949,0.286534572047797
A2VDF0,Fucose mutarotase,0,depleted,47318.2109375,1950,0.286470388857611
P55157,Microsomal triglyceride transfer protein large subunit,0,depleted,47297.890625,1951,0.286347367134932
P07814,Bifunctional glutamate/proline--tRNA ligase,0,depleted,47287.93359375,1952,0.286287086017841
P12235,,0,depleted,47011.88671875,1953,0.284615863584503
Q9BT09,Protein canopy homolog 3,0,depleted,46969.671875,1954,0.284360289621223
Q13976,cGMP-dependent protein kinase 1,0,depleted,46964.02734375,1955,0.284326116920479
Q9BU40,Chordin-like protein 1,0,depleted,46915.4921875,1956,0.284032278991937
Q96HI0,Sentrin-specific protease 5,0,depleted,46815.11328125,1957,0.283424572492963
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,0,depleted,46740.5078125,1958,0.282972901619946
Q9P273,Teneurin-3,0,depleted,46726.755859375,1959,0.282889645569449
Q9Y608,Leucine-rich repeat flightless-interacting protein 2,0,depleted,46664.630859375,1960,0.282513533020915
Q96DG6,Carboxymethylenebutenolidase homolog,0,depleted,46645.51171875,1961,0.282397783343551
Q0ZGT2,Nexilin,0,depleted,46516.875,1962,0.281619000500506
P61019,Ras-related protein Rab-2A,0,depleted,46475.50390625,1963,0.281368534705642
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",0,depleted,46451.8779296875,1964,0.28122550007777
P48052,Carboxypeptidase A2,0,depleted,46388.00390625,1965,0.280838798721791
P55084,"Trifunctional enzyme subunit beta, mitochondrial",0,depleted,46365.94921875,1966,0.280705276875147
